property_id,address,city,province,property_type,bedrooms,bathrooms,parking_spaces,size_sqm,erf_size_sqm,listing_price,listing_date,sale_date,sale_price,agent_id,status
1175,"358 Station Lane, Sandton",Johannesburg,Gauteng,Apartment,2,1.5,1,149,0,2305348,2025-08-13,2025-09-19,2234132,46,Sold
1176,"344 Market Avenue, Observatory",Cape Town,Western Cape,Townhouse,3,2.5,2,248,166,3420332,2024-02-24,,,44,Listed
1177,"517 Oak Road, Westville",Durban,KwaZulu-Natal,House,3,3,4,125,817,1656406,2024-06-26,,,38,Under Offer
1178,"425 Oak Road, Glenwood",Durban,KwaZulu-Natal,Apartment,3,2.5,2,94,0,1293603,2023-12-17,,,16,Listed
1179,"718 Church Street, Alexandra",Johannesburg,Gauteng,House,3,2.5,4,214,683,1854397,2024-12-06,,,37,Listed
1180,"991 Beach Road, Centurion",Pretoria,Gauteng,Apartment,1,1.5,2,110,0,1529352,2024-11-28,2025-02-23,1414063,26,Sold
1181,"74 Park Road, Bishopscourt",Cape Town,Western Cape,House,3,2.5,1,310,726,3940156,2025-10-02,,,36,Listed
1182,"258 Station Road, Rosebank",Johannesburg,Gauteng,Apartment,3,1,1,150,0,3129218,2025-10-30,2026-03-27,3072673,41,Sold
1183,"678 Long Lane, Framesby",Port Elizabeth,Eastern Cape,House,5,3,4,213,651,1699990,2023-11-09,,,12,Listed
1184,"230 Park Road, Durban North",Durban,KwaZulu-Natal,House,3,2,3,432,1149,3620677,2025-09-12,2025-10-06,3747748,9,Sold
1185,"835 Victoria Avenue, Hatfield",Pretoria,Gauteng,Townhouse,2,1.5,2,129,292,2322640,2023-11-08,,,10,Listed
1186,"296 Park Street, Woodstock",Cape Town,Western Cape,House,3,1,4,393,1255,3798003,2024-11-08,,,3,Listed
1187,"480 Victoria Road, Humewood",Port Elizabeth,Eastern Cape,Apartment,4,2,2,176,0,1411683,2024-02-27,2024-06-22,1380504,25,Sold
1188,"600 Victoria Avenue, Parktown",Johannesburg,Gauteng,Apartment,2,1,2,156,0,3224203,2025-08-02,,,21,Listed
1189,"155 Main Lane, Mitchell's Plain",Cape Town,Western Cape,Apartment,3,1.5,2,192,0,2009038,2024-03-06,,,32,Under Offer
1190,"438 Market Street, Hatfield",Pretoria,Gauteng,House,3,3,1,141,430,3305041,2024-03-02,2024-03-29,3390826,48,Sold
1191,"250 Oak Lane, Parktown",Johannesburg,Gauteng,Apartment,3,1.5,1,170,0,3185235,2024-04-22,,,27,Withdrawn
1192,"141 Nelson Mandela Street, Observatory",Cape Town,Western Cape,House,5,4,2,278,1221,4469120,2025-07-06,,,2,Listed
1193,"932 Main Street, Claremont",Cape Town,Western Cape,Townhouse,2,2.5,1,204,321,2211081,2024-04-29,2024-08-02,2186665,20,Sold
1194,"490 Beach Avenue, Walmer",Port Elizabeth,Eastern Cape,House,5,3,1,379,578,2163354,2025-08-31,2025-10-21,1974967,23,Sold
1195,"973 Nelson Mandela Avenue, Kabega Park",Port Elizabeth,Eastern Cape,Apartment,3,1.5,2,178,0,1487516,2025-05-01,2025-07-11,1525657,6,Sold
1196,"801 Station Street, Bellville",Cape Town,Western Cape,Apartment,2,1.5,2,77,0,1512798,2024-12-20,,,3,Listed
1197,"401 Park Lane, Melrose",Johannesburg,Gauteng,Apartment,2,2,2,51,0,1432336,2025-07-11,,,42,Listed
1198,"881 Church Avenue, Berea",Durban,KwaZulu-Natal,Apartment,2,2.5,1,148,0,2258329,2024-02-29,,,36,Listed
1199,"977 Nelson Mandela Street, Umlazi",Durban,KwaZulu-Natal,Apartment,3,2.5,1,175,0,773644,2025-03-13,,,2,Listed
1200,"277 Nelson Mandela Lane, Lovemore Heights",Port Elizabeth,Eastern Cape,House,4,2.5,4,349,367,1579892,2024-04-12,,,29,Listed
1201,"483 Oak Street, Melrose",Johannesburg,Gauteng,Townhouse,3,3,2,116,324,2738541,2025-07-14,,,2,Listed
1202,"900 Victoria Lane, Summerstrand",Port Elizabeth,Eastern Cape,House,3,2,1,283,1278,1679486,2023-11-21,,,24,Withdrawn
1203,"288 Beach Avenue, Walmer",Port Elizabeth,Eastern Cape,Apartment,4,1,2,152,0,1440289,2025-06-07,2025-07-19,1301925,15,Sold
1204,"135 Beach Avenue, Durban North",Durban,KwaZulu-Natal,Apartment,2,1.5,1,163,0,1110937,2024-03-24,,,26,Withdrawn
1205,"202 Victoria Avenue, Montana",Pretoria,Gauteng,Townhouse,2,2,2,216,385,2870730,2024-12-20,,,11,Listed
1206,"910 Church Road, Woodstock",Cape Town,Western Cape,House,3,3,3,188,978,5373844,2025-03-25,,,42,Withdrawn
1207,"28 Church Avenue, Rosebank",Johannesburg,Gauteng,Townhouse,4,2.5,2,226,232,3746686,2024-06-11,2024-11-13,3801256,12,Sold
1208,"616 Long Road, Rosebank",Johannesburg,Gauteng,Townhouse,3,3,2,229,291,3086738,2024-05-10,2024-11-04,3061575,44,Sold
1209,"708 Main Road, Humewood",Port Elizabeth,Eastern Cape,House,3,4,4,405,1140,2143930,2025-04-18,2025-10-05,2020706,26,Sold
1210,"461 Market Street, Berea",Durban,KwaZulu-Natal,Apartment,4,1,2,76,0,2037849,2024-12-13,2025-03-23,1910343,31,Sold
1211,"303 Nelson Mandela Drive, Woodstock",Cape Town,Western Cape,House,6,4,4,313,1283,5660918,2024-09-22,,,9,Listed
1212,"283 Market Street, Rosebank",Johannesburg,Gauteng,Townhouse,4,2,1,114,359,3539781,2023-11-05,,,49,Listed
1213,"616 Oak Lane, Walmer",Port Elizabeth,Eastern Cape,House,4,2.5,1,122,941,1494040,2025-01-07,,,7,Listed
1214,"964 Park Street, Lynnwood",Pretoria,Gauteng,Apartment,2,1.5,1,55,0,1778747,2025-01-17,,,47,Listed
1215,"640 Beach Road, Glenwood",Durban,KwaZulu-Natal,House,3,2.5,2,444,824,2879470,2024-01-01,,,45,Listed
1216,"829 Park Avenue, Lovemore Heights",Port Elizabeth,Eastern Cape,Apartment,3,2,1,194,0,647240,2023-12-25,,,2,Listed
1217,"891 Park Road, Umhlanga",Durban,KwaZulu-Natal,Townhouse,4,3,2,192,400,2170530,2024-01-07,2024-04-05,2047017,8,Sold
1218,"533 Nelson Mandela Lane, Mitchell's Plain",Cape Town,Western Cape,House,5,1,1,279,401,3581284,2025-06-29,2025-09-07,3338539,12,Sold
1219,"754 Church Street, Arcadia",Pretoria,Gauteng,Apartment,3,2.5,2,107,0,2029921,2025-05-03,,,4,Listed
1220,"805 Oak Street, Centurion",Pretoria,Gauteng,House,3,2.5,1,238,521,3431534,2025-01-14,2025-04-27,3091539,25,Sold
1221,"553 Victoria Drive, Midrand",Johannesburg,Gauteng,Apartment,2,1.5,1,198,0,3020265,2024-12-04,2024-12-13,2727717,13,Sold
1222,"998 Church Lane, Framesby",Port Elizabeth,Eastern Cape,Apartment,1,1.5,1,87,0,1220393,2023-11-21,,,7,Listed
1223,"113 Main Drive, Roodepoort",Johannesburg,Gauteng,House,3,2,2,372,604,4139483,2024-03-31,,,2,Listed
1224,"484 High Avenue, Kabega Park",Port Elizabeth,Eastern Cape,House,4,2.5,2,123,686,2610250,2024-02-11,,,26,Listed
1225,"891 Church Lane, Constantia",Cape Town,Western Cape,House,4,3,4,395,1443,5038440,2025-10-25,,,15,Listed
1226,"569 Nelson Mandela Lane, Waterfront",Cape Town,Western Cape,Apartment,2,1,2,160,0,2522677,2024-08-28,2024-11-01,2470891,30,Sold
1227,"678 Market Drive, Waterfront",Cape Town,Western Cape,Townhouse,3,2.5,2,116,341,3651626,2025-09-28,,,2,Listed
1228,"267 Jan Smuts Avenue, Kabega Park",Port Elizabeth,Eastern Cape,House,4,2,1,423,476,2412470,2025-08-11,,,7,Under Offer
1229,"878 Long Street, Lovemore Heights",Port Elizabeth,Eastern Cape,Townhouse,4,3,2,187,222,1290014,2024-04-18,2024-10-09,1346614,17,Sold
1230,"901 Nelson Mandela Lane, Fourways",Johannesburg,Gauteng,Townhouse,3,2,1,140,292,2977222,2024-02-28,,,7,Withdrawn
1231,"642 Beach Lane, Brooklyn",Pretoria,Gauteng,House,2,4,1,438,1472,1780707,2024-02-02,,,39,Listed
1232,"610 Oak Street, Menlyn",Pretoria,Gauteng,House,3,1,1,414,454,1995916,2024-08-05,,,40,Under Offer
1233,"124 Market Avenue, Arcadia",Pretoria,Gauteng,House,3,3,3,242,820,1965395,2024-05-25,,,50,Listed
1234,"976 Station Street, Glenwood",Durban,KwaZulu-Natal,Apartment,2,1,1,141,0,1979610,2024-05-21,,,25,Listed
1235,"761 Market Street, Waterkloof",Pretoria,Gauteng,Apartment,1,2,2,191,0,2069046,2024-01-31,2024-06-27,2165752,34,Sold
1236,"531 Main Street, Umlazi",Durban,KwaZulu-Natal,Commercial,0,4,8,1743,3416,12231672,2024-11-18,,,19,Under Offer
1237,"300 Main Lane, Sea Point",Cape Town,Western Cape,Apartment,4,2,1,103,0,1516717,2024-07-10,,,36,Listed
1238,"774 Long Street, Rosebank",Johannesburg,Gauteng,House,4,2.5,2,441,1278,4216912,2024-08-06,,,27,Withdrawn
1239,"165 Station Avenue, Newton Park",Port Elizabeth,Eastern Cape,House,5,2,4,323,1045,2878113,2025-10-18,2025-12-09,2926748,17,Sold
1240,"872 Main Road, Humewood",Port Elizabeth,Eastern Cape,House,3,4,4,129,805,1431209,2025-02-26,,,46,Withdrawn
1241,"29 High Street, Lynnwood",Pretoria,Gauteng,House,5,2.5,4,130,438,1535600,2025-07-21,2025-09-08,1565848,1,Sold
1242,"364 Long Street, Menlyn",Pretoria,Gauteng,Commercial,0,2,47,1134,2490,9190552,2025-09-18,2025-10-09,9134023,16,Sold
1243,"374 Main Lane, Lynnwood",Pretoria,Gauteng,Townhouse,4,2,2,248,354,2539921,2025-01-13,,,34,Under Offer
1244,"110 Jan Smuts Road, Newton Park",Port Elizabeth,Eastern Cape,Apartment,2,1,1,72,0,1270948,2025-04-20,,,20,Under Offer
1245,"713 Beach Avenue, Brooklyn",Pretoria,Gauteng,House,4,3,1,326,665,1781834,2025-06-18,,,22,Listed
1246,"818 Long Drive, Kabega Park",Port Elizabeth,Eastern Cape,House,3,3,3,221,595,2954992,2025-03-10,2025-04-02,2830822,15,Sold
1247,"726 Church Street, Mitchell's Plain",Cape Town,Western Cape,Apartment,1,1.5,2,156,0,1417853,2025-10-16,2026-02-01,1487840,27,Sold
1248,"907 Park Drive, Ballito",Durban,KwaZulu-Natal,House,3,3,4,128,1125,1890225,2024-12-02,,,2,Under Offer
1249,"771 Beach Road, Humewood",Port Elizabeth,Eastern Cape,House,2,1,2,227,543,2117332,2024-10-03,,,12,Withdrawn
1250,"169 Main Drive, Kabega Park",Port Elizabeth,Eastern Cape,Apartment,2,2.5,1,91,0,1450308,2024-02-08,,,29,Listed
1251,"602 Main Drive, Observatory",Cape Town,Western Cape,Apartment,2,2,2,182,0,1188852,2024-09-20,,,40,Listed
1252,"558 Long Drive, Alexandra",Johannesburg,Gauteng,Townhouse,3,2,2,110,155,2040225,2025-06-05,,,41,Withdrawn
1253,"720 Nelson Mandela Avenue, Centurion",Pretoria,Gauteng,House,3,2.5,3,338,786,2803880,2025-02-19,2025-07-17,2789681,32,Sold
1254,"82 Church Road, Durban North",Durban,KwaZulu-Natal,House,2,2,3,354,338,2236160,2025-01-07,,,14,Withdrawn
1255,"690 Victoria Street, Bryanston",Johannesburg,Gauteng,House,4,2.5,2,406,666,2378248,2024-01-01,,,16,Listed
1256,"700 Park Lane, Westville",Durban,KwaZulu-Natal,House,4,2,1,360,841,2121338,2024-05-14,,,23,Withdrawn
1257,"285 Market Avenue, Montana",Pretoria,Gauteng,Townhouse,3,2.5,2,172,188,1962727,2023-11-05,,,7,Withdrawn
1258,"591 Park Lane, Soweto",Johannesburg,Gauteng,Farm,3,2,5,555,400804,9342995,2025-04-11,,,33,Listed
1259,"259 Market Lane, Bishopscourt",Cape Town,Western Cape,Apartment,3,1,2,194,0,3260083,2024-05-10,,,4,Listed
1260,"276 Beach Drive, Menlyn",Pretoria,Gauteng,House,2,2.5,4,218,414,3992565,2025-03-22,,,27,Under Offer
1261,"88 Jan Smuts Drive, Observatory",Cape Town,Western Cape,Apartment,4,2,2,178,0,2844724,2024-03-29,2024-05-31,2703673,3,Sold
1262,"114 High Street, Randburg",Johannesburg,Gauteng,Townhouse,3,2.5,1,235,308,2092529,2024-09-16,2024-12-31,2092826,44,Sold
1263,"77 Market Lane, Glenwood",Durban,KwaZulu-Natal,Townhouse,2,2.5,1,126,275,2380194,2024-10-11,2024-12-12,2315584,48,Sold
1264,"546 Jan Smuts Lane, Walmer",Port Elizabeth,Eastern Cape,House,4,1,3,408,727,2338020,2024-07-13,2024-08-09,2366351,36,Sold
1265,"636 Market Drive, Soweto",Johannesburg,Gauteng,House,2,2,1,282,1228,5355682,2025-02-07,,,9,Listed
1266,"866 Beach Street, Umhlanga",Durban,KwaZulu-Natal,Apartment,1,1.5,1,85,0,1057927,2023-11-11,,,3,Withdrawn
1267,"665 Victoria Avenue, Midrand",Johannesburg,Gauteng,House,2,4,3,220,496,5063292,2024-08-12,,,26,Listed
1268,"383 Long Road, Westville",Durban,KwaZulu-Natal,House,4,3,3,127,1456,3423086,2024-11-01,,,15,Listed
1269,"648 Oak Road, Framesby",Port Elizabeth,Eastern Cape,House,3,1,4,175,1110,1962523,2025-08-04,,,46,Listed
1270,"57 Jan Smuts Avenue, Sea Point",Cape Town,Western Cape,Apartment,2,2,1,114,0,1576262,2025-05-26,,,31,Listed
1271,"550 Park Road, Lovemore Heights",Port Elizabeth,Eastern Cape,Apartment,3,2.5,2,188,0,1521693,2025-01-03,,,15,Withdrawn
1272,"285 High Road, Green Point",Cape Town,Western Cape,House,6,2.5,1,310,414,2323543,2025-01-30,,,7,Withdrawn
1273,"771 Nelson Mandela Lane, Menlyn",Pretoria,Gauteng,Farm,4,2,4,285,88457,7432799,2025-09-19,2026-02-10,7367525,22,Sold
1274,"620 Long Lane, Rosebank",Johannesburg,Gauteng,Apartment,2,1,1,62,0,2801176,2025-08-27,,,40,Listed
1275,"181 Park Street, Bryanston",Johannesburg,Gauteng,House,4,2,4,433,680,4596511,2025-04-03,2025-07-31,4630422,41,Sold
1276,"853 Victoria Drive, Humewood",Port Elizabeth,Eastern Cape,House,3,3,3,319,1418,1094326,2024-01-14,2024-03-07,1001105,30,Sold
1277,"183 High Road, Rosebank",Johannesburg,Gauteng,Apartment,2,1,1,103,0,2453824,2023-11-06,,,7,Listed
1278,"717 Church Street, Observatory",Cape Town,Western Cape,Townhouse,4,2,1,173,241,2248276,2024-06-27,,,10,Listed
1279,"593 Long Lane, Berea",Durban,KwaZulu-Natal,Townhouse,3,2.5,2,157,353,2041176,2025-01-12,2025-04-02,1927592,43,Sold
1280,"771 Jan Smuts Street, Arcadia",Pretoria,Gauteng,House,5,3,3,261,734,2192475,2024-10-09,,,27,Withdrawn
1281,"449 Beach Lane, Claremont",Cape Town,Western Cape,Commercial,0,4,43,1488,1577,9567604,2025-06-15,2025-06-24,9177001,21,Sold
1282,"418 Station Street, Phoenix",Durban,KwaZulu-Natal,House,5,2.5,4,343,445,1357292,2024-08-05,,,47,Under Offer
1283,"511 Market Drive, Brooklyn",Pretoria,Gauteng,House,5,2,4,152,335,1613578,2025-07-23,,,43,Listed
1284,"709 Nelson Mandela Street, Westville",Durban,KwaZulu-Natal,Townhouse,2,2,1,238,203,1374042,2025-01-08,,,29,Listed
1285,"166 Park Road, Silverton",Pretoria,Gauteng,Apartment,2,1,2,122,0,1629698,2025-01-30,,,17,Listed
1286,"762 Main Street, Humewood",Port Elizabeth,Eastern Cape,Townhouse,3,2.5,1,161,250,785192,2024-02-15,2024-05-01,796451,2,Sold
1287,"410 Jan Smuts Lane, Bishopscourt",Cape Town,Western Cape,Commercial,0,5,31,832,1382,13465270,2024-02-05,2024-04-09,12791123,15,Sold
1288,"832 Oak Lane, Claremont",Cape Town,Western Cape,Townhouse,3,2.5,1,234,225,1647777,2024-12-13,,,12,Listed
1289,"617 Market Drive, Observatory",Cape Town,Western Cape,Apartment,2,2,1,57,0,3186184,2025-04-11,,,31,Listed
1290,"446 Beach Street, Berea",Durban,KwaZulu-Natal,Apartment,2,1,2,127,0,1398750,2025-02-07,2025-02-22,1336705,23,Sold
1291,"556 Beach Lane, Sandton",Johannesburg,Gauteng,Townhouse,3,2,2,188,154,2925581,2024-04-19,,,35,Listed
1292,"14 Oak Road, Camps Bay",Cape Town,Western Cape,Townhouse,3,2,1,124,204,3217781,2025-06-12,2025-08-20,3078894,34,Sold
1293,"363 Market Drive, Durban North",Durban,KwaZulu-Natal,House,5,4,3,173,715,3705679,2025-06-23,,,16,Listed
1294,"192 Park Lane, Bishopscourt",Cape Town,Western Cape,House,5,2.5,2,409,1237,3782482,2024-08-23,,,40,Listed
1295,"80 Victoria Street, Kabega Park",Port Elizabeth,Eastern Cape,House,3,2,2,383,964,1428860,2024-03-17,,,39,Listed
1296,"680 Victoria Avenue, Glenwood",Durban,KwaZulu-Natal,Apartment,2,1.5,1,163,0,1006675,2025-09-24,,,11,Under Offer
1297,"432 High Avenue, Parktown",Johannesburg,Gauteng,House,5,3,2,312,905,3377694,2025-06-29,,,22,Listed
1298,"346 Nelson Mandela Avenue, Humewood",Port Elizabeth,Eastern Cape,House,3,2,1,416,905,1660773,2025-05-07,,,5,Under Offer
1299,"505 Jan Smuts Street, Hatfield",Pretoria,Gauteng,Farm,3,3,4,340,58831,3251116,2024-05-31,2024-08-07,3398792,44,Sold
1300,"80 Jan Smuts Drive, Mitchell's Plain",Cape Town,Western Cape,Apartment,3,1,1,136,0,2599884,2024-04-08,,,39,Under Offer
1301,"142 High Street, Waterfront",Cape Town,Western Cape,Townhouse,3,2.5,2,216,211,3514589,2023-11-27,,,48,Listed
1302,"857 Church Drive, Bryanston",Johannesburg,Gauteng,House,4,3,1,259,729,4127368,2023-11-24,,,44,Under Offer
1303,"699 Church Drive, Silverton",Pretoria,Gauteng,House,5,2,2,354,940,1352871,2024-07-29,,,38,Listed
1304,"462 Market Street, Summerstrand",Port Elizabeth,Eastern Cape,House,5,2.5,4,135,1423,1947911,2024-12-20,,,49,Listed
1305,"77 Park Road, Bryanston",Johannesburg,Gauteng,Apartment,2,1,2,61,0,2282340,2025-05-28,,,3,Under Offer
1306,"224 Oak Drive, Rosebank",Johannesburg,Gauteng,Townhouse,4,3,1,219,296,2472891,2025-10-18,,,8,Listed
1307,"153 Market Lane, Lovemore Heights",Port Elizabeth,Eastern Cape,House,4,2,3,408,1357,1985141,2025-08-30,,,13,Under Offer
1308,"560 Market Avenue, Westville",Durban,KwaZulu-Natal,Apartment,2,1,2,106,0,993459,2023-11-09,2024-02-12,990867,11,Sold
1309,"423 Victoria Road, Brooklyn",Pretoria,Gauteng,Commercial,0,2,39,1198,3187,11178093,2025-04-21,,,13,Under Offer
1310,"574 Jan Smuts Lane, Midrand",Johannesburg,Gauteng,House,2,2,2,172,840,2931175,2025-01-29,,,32,Withdrawn
1311,"959 Market Street, Greenbushes",Port Elizabeth,Eastern Cape,Farm,6,3,3,418,160737,5262547,2024-10-14,2025-02-22,5216969,20,Sold
1312,"769 Beach Lane, Bishopscourt",Cape Town,Western Cape,House,5,2.5,2,120,577,5146119,2024-10-23,2024-12-29,4702826,6,Sold
1313,"978 High Avenue, Sandton",Johannesburg,Gauteng,Townhouse,2,3,2,214,310,2430150,2025-08-06,,,46,Listed
1314,"380 Victoria Lane, Bryanston",Johannesburg,Gauteng,House,4,2.5,4,324,756,2544934,2025-06-06,,,27,Listed
1315,"694 Nelson Mandela Drive, Framesby",Port Elizabeth,Eastern Cape,Apartment,2,1.5,2,169,0,1059250,2024-11-02,2024-12-22,991555,50,Sold
1316,"105 Jan Smuts Street, Camps Bay",Cape Town,Western Cape,Commercial,0,4,38,775,4330,9612495,2025-05-10,,,45,Listed
1317,"403 Victoria Avenue, Woodstock",Cape Town,Western Cape,House,4,4,2,176,715,5236518,2024-11-15,,,29,Listed
1318,"906 Park Avenue, Bishopscourt",Cape Town,Western Cape,Townhouse,3,1.5,1,166,392,3629396,2025-07-14,2025-08-30,3488244,36,Sold
1319,"24 Market Road, Silverton",Pretoria,Gauteng,Commercial,0,4,8,818,3863,5612028,2024-09-11,,,7,Withdrawn
1320,"814 Victoria Avenue, Houghton",Johannesburg,Gauteng,Apartment,3,1.5,1,148,0,2167137,2025-08-27,,,46,Listed
1321,"540 Market Road, Clifton",Cape Town,Western Cape,Townhouse,3,3,2,169,290,1634410,2025-01-23,,,22,Listed
1322,"824 Park Lane, Houghton",Johannesburg,Gauteng,Townhouse,3,3,1,164,340,1434102,2024-03-03,2024-05-29,1450242,25,Sold
1323,"265 Church Lane, Observatory",Cape Town,Western Cape,House,5,2.5,2,380,776,4461060,2025-05-08,2025-08-12,4038593,48,Sold
1324,"182 Beach Drive, Phoenix",Durban,KwaZulu-Natal,House,6,2.5,2,359,590,3225263,2024-07-21,,,21,Listed
1325,"669 Nelson Mandela Drive, Sea Point",Cape Town,Western Cape,House,4,2.5,1,380,1476,3550549,2024-06-08,,,43,Listed
1326,"697 Church Drive, Constantia",Cape Town,Western Cape,Townhouse,2,2,1,135,222,2699083,2025-08-17,,,4,Listed
1327,"811 Station Lane, Morningside",Durban,KwaZulu-Natal,Farm,5,5,7,473,57680,7199758,2023-12-16,,,27,Listed
1328,"980 High Road, Umhlanga",Durban,KwaZulu-Natal,House,3,2,1,361,320,2098033,2025-06-02,,,22,Under Offer
1329,"538 Park Avenue, Glenwood",Durban,KwaZulu-Natal,Townhouse,3,2,1,217,176,1664638,2024-10-20,,,7,Under Offer
1330,"658 Victoria Street, Soweto",Johannesburg,Gauteng,Townhouse,3,2,1,119,276,2215797,2024-06-01,,,22,Under Offer
1331,"614 Victoria Street, Durban North",Durban,KwaZulu-Natal,Apartment,2,1.5,1,183,0,2263564,2025-08-05,2025-12-15,2197637,2,Sold
1332,"262 Church Road, Newton Park",Port Elizabeth,Eastern Cape,Commercial,0,5,50,531,621,4320595,2024-04-17,,,2,Listed
1333,"582 High Avenue, Sandton",Johannesburg,Gauteng,House,3,2.5,4,226,548,1801508,2025-07-17,2026-01-03,1750981,32,Sold
1334,"817 Beach Avenue, Lovemore Heights",Port Elizabeth,Eastern Cape,Apartment,3,1,1,168,0,1385955,2025-04-18,,,17,Listed
1335,"133 Jan Smuts Drive, Brooklyn",Pretoria,Gauteng,Apartment,3,1.5,2,183,0,1907334,2025-02-11,,,24,Listed
1336,"206 Station Road, Parktown",Johannesburg,Gauteng,Apartment,2,2,1,145,0,2040021,2025-04-04,,,26,Listed
1337,"855 Long Drive, Bryanston",Johannesburg,Gauteng,Apartment,3,1.5,1,55,0,2077511,2023-11-08,2024-01-19,2026102,17,Sold
1338,"899 Main Avenue, Umlazi",Durban,KwaZulu-Natal,House,4,3,2,416,971,1429928,2025-07-29,,,40,Under Offer
1339,"342 Market Street, Humewood",Port Elizabeth,Eastern Cape,Farm,4,3,8,308,185013,6201791,2024-02-01,,,24,Listed
1340,"758 Victoria Road, Soweto",Johannesburg,Gauteng,Apartment,3,1.5,1,77,0,2898533,2024-10-13,,,48,Withdrawn
1341,"128 Main Drive, Camps Bay",Cape Town,Western Cape,House,3,2,4,418,1170,5319625,2025-06-12,,,48,Under Offer
1342,"919 Beach Road, Brooklyn",Pretoria,Gauteng,Apartment,2,2.5,2,90,0,1860134,2025-11-01,2025-12-25,1826109,22,Sold
1343,"539 Victoria Road, Randburg",Johannesburg,Gauteng,House,4,3,3,420,918,4874470,2024-03-18,,,13,Listed
1344,"646 Station Avenue, Summerstrand",Port Elizabeth,Eastern Cape,House,3,2,2,409,791,2399610,2024-09-25,,,23,Listed
1345,"360 High Lane, La Lucia",Durban,KwaZulu-Natal,House,6,3,1,324,1318,1401104,2023-11-17,2023-12-30,1389214,34,Sold
1346,"481 Station Lane, Observatory",Cape Town,Western Cape,House,4,1,2,150,867,2167620,2024-05-21,,,37,Under Offer
1347,"977 Church Lane, Sandton",Johannesburg,Gauteng,Apartment,1,2,1,133,0,2835645,2024-01-06,,,9,Withdrawn
1348,"310 Victoria Lane, Bellville",Cape Town,Western Cape,Farm,3,3,8,402,472673,10409892,2024-04-24,2024-10-03,9503931,17,Sold
1349,"654 Station Street, Roodepoort",Johannesburg,Gauteng,House,3,2.5,2,228,1438,5139227,2025-02-01,,,1,Listed
1350,"695 Nelson Mandela Street, Green Point",Cape Town,Western Cape,House,5,1,2,292,1263,4700958,2024-03-28,2024-06-03,4849605,30,Sold
1351,"866 Market Drive, Roodepoort",Johannesburg,Gauteng,House,4,4,3,271,1479,3705876,2024-03-19,,,31,Listed
1352,"46 Long Street, Houghton",Johannesburg,Gauteng,House,4,2,2,354,1422,4486423,2023-12-31,,,12,Under Offer
1353,"241 Nelson Mandela Road, Montana",Pretoria,Gauteng,Commercial,0,2,13,1129,2551,7566496,2025-02-09,,,37,Under Offer
1354,"779 Market Lane, Phoenix",Durban,KwaZulu-Natal,Apartment,4,2.5,1,108,0,934352,2025-05-31,,,2,Listed
1355,"238 Beach Drive, Durban North",Durban,KwaZulu-Natal,House,4,2,3,165,1353,2060119,2025-03-05,,,23,Under Offer
1356,"199 Oak Avenue, Silverton",Pretoria,Gauteng,House,3,2,1,243,680,2787765,2025-01-30,2025-04-10,2574243,31,Sold
1357,"525 Beach Road, Sunnyside",Pretoria,Gauteng,Farm,5,5,5,321,471899,6998353,2025-08-06,,,45,Withdrawn
1358,"900 Victoria Drive, Morningside",Durban,KwaZulu-Natal,House,4,2.5,3,294,1315,2836298,2025-04-01,,,11,Listed
1359,"535 Main Street, Greenbushes",Port Elizabeth,Eastern Cape,House,3,2.5,1,186,1482,1830997,2025-01-06,,,3,Listed
1360,"161 Victoria Road, Summerstrand",Port Elizabeth,Eastern Cape,Apartment,3,1.5,1,153,0,1042671,2025-08-02,,,30,Listed
1361,"134 Market Lane, Silverton",Pretoria,Gauteng,Townhouse,3,2,2,130,268,1857500,2025-03-30,,,48,Withdrawn
1362,"85 Nelson Mandela Lane, Hatfield",Pretoria,Gauteng,House,5,2.5,2,331,620,3921909,2024-07-08,,,38,Listed
1363,"777 Main Drive, Umhlanga",Durban,KwaZulu-Natal,Commercial,0,3,46,988,4838,10872707,2025-08-23,,,39,Listed
1364,"688 Church Street, Menlyn",Pretoria,Gauteng,Apartment,2,2,1,195,0,1823966,2023-11-14,,,49,Listed
